statut_compte,duree_credit_mois,historique_credit,motif_pret,montant_credit_eur,epargne,anciennete_emploi,taux_effort_pct,statut_personnel,autres_debiteurs,duree_residence_ans,patrimoine,age_annees,autres_plans_paiement,logement,nombre_credits_existants,profession,personnes_a_charge,telephone,travailleur_etranger,statut_defaut_brut,statut_defaut,probabilite_defaut_pct,decision_credit,client_id
A12,18,A34,A49,3590,A61,A71,3,A94,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,1,0,34.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1950
A11,36,A33,A49,2145,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,1,45.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1951
A12,24,A32,A41,4113,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2,1,46.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1952
A14,36,A32,A42,10974,A61,A71,4,A92,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2,1,81.8,❌ REFUSÉ,GER-CLI-1953
A11,12,A32,A40,1893,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,0,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1954
A11,24,A34,A43,1231,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1,0,28.2,✅ ACCORDÉ,GER-CLI-1955
A13,30,A34,A43,3656,A65,A75,4,A93,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1,0,44.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1956
A12,9,A34,A43,1154,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,0,19.8,✅ ACCORDÉ,GER-CLI-1957
A11,28,A32,A40,4006,A61,A73,3,A93,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,2,1,41.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1958
A12,24,A32,A42,3069,A62,A75,4,A93,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1,0,47.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1959
A14,6,A34,A43,1740,A61,A75,2,A94,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,1,0,22.1,✅ ACCORDÉ,GER-CLI-1960
A12,21,A33,A40,2353,A61,A73,1,A91,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1,0,22.1,✅ ACCORDÉ,GER-CLI-1961
A14,15,A32,A40,3556,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,0,37.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1962
A14,24,A32,A43,2397,A63,A75,3,A93,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,2,1,37.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1963
A12,6,A32,A45,454,A61,A72,3,A94,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,1,0,25.1,✅ ACCORDÉ,GER-CLI-1964
A12,30,A32,A43,1715,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,0,48.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1965
A12,27,A34,A43,2520,A63,A73,4,A93,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,2,1,50.7,❌ REFUSÉ,GER-CLI-1966
A14,15,A32,A43,3568,A61,A75,4,A92,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,1,0,31.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1967
A14,42,A32,A43,7166,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,0,65.8,❌ REFUSÉ,GER-CLI-1968
A11,11,A34,A40,3939,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,0,23.5,✅ ACCORDÉ,GER-CLI-1969
A12,15,A32,A45,1514,A62,A73,4,A93,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1,0,38.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1970
A14,24,A32,A40,7393,A61,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,0,41.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1971
A11,24,A31,A40,1193,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,2,1,27.3,✅ ACCORDÉ,GER-CLI-1972
A11,60,A32,A49,7297,A61,A75,4,A93,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,2,1,81.4,❌ REFUSÉ,GER-CLI-1973
A14,30,A34,A43,2831,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,0,49.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1974
A13,24,A32,A43,1258,A63,A73,3,A92,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1,0,24.4,✅ ACCORDÉ,GER-CLI-1975
A12,6,A32,A43,753,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,0,11.0,✅ ACCORDÉ,GER-CLI-1976
A12,18,A33,A49,2427,A65,A75,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,0,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1977
A14,24,A33,A40,2538,A61,A75,4,A93,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,2,1,36.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1978
A12,15,A31,A40,1264,A62,A73,2,A94,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,2,1,27.7,✅ ACCORDÉ,GER-CLI-1979
A12,30,A34,A42,8386,A61,A74,2,A93,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,2,1,51.9,❌ REFUSÉ,GER-CLI-1980
A14,48,A32,A49,4844,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,2,1,64.7,❌ REFUSÉ,GER-CLI-1981
A13,21,A32,A40,2923,A62,A73,1,A92,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,1,0,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1982
A11,36,A32,A41,8229,A61,A73,2,A93,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,2,1,66.7,❌ REFUSÉ,GER-CLI-1983
A14,24,A34,A42,2028,A61,A74,2,A93,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,1,0,33.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1984
A11,15,A34,A42,1433,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,0,36.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1985
A13,42,A30,A49,6289,A61,A72,2,A91,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1,0,60.9,❌ REFUSÉ,GER-CLI-1986
A14,13,A32,A43,1409,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0,14.4,✅ ACCORDÉ,GER-CLI-1987
A11,24,A32,A41,6579,A61,A71,4,A93,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1,0,60.5,❌ REFUSÉ,GER-CLI-1988
A12,24,A34,A43,1743,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,0,33.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1989
A14,12,A34,A46,3565,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,0,28.0,✅ ACCORDÉ,GER-CLI-1990
A14,15,A31,A43,1569,A62,A75,4,A93,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1,0,33.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1991
A11,18,A32,A43,1936,A65,A74,2,A94,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,1,0,32.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1992
A11,36,A32,A42,3959,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,0,59.2,❌ REFUSÉ,GER-CLI-1993
A14,12,A32,A40,2390,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,1,0,27.3,✅ ACCORDÉ,GER-CLI-1994
A14,12,A32,A42,1736,A61,A74,3,A92,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,1,0,28.9,✅ ACCORDÉ,GER-CLI-1995
A11,30,A32,A41,3857,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1,0,49.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1996
A14,12,A32,A43,804,A61,A75,4,A93,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,1,0,27.3,✅ ACCORDÉ,GER-CLI-1997
A11,45,A32,A43,1845,A61,A73,4,A93,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,2,1,61.5,❌ REFUSÉ,GER-CLI-1998
A12,45,A34,A41,4576,A62,A71,3,A93,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,0,64.5,❌ REFUSÉ,GER-CLI-1999
